budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,id_collection,name_collection,genres_cleaned,producer_cleaned,Country_cleaned,Language_cleaned
37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",2978,en,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",16.414239,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-06-15,215394738.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We're back!,Ghostbusters II,6.3,1131.0,1989,5.821479405405405,2980.0,Ghostbusters Collection,"Comedy, Fantasy",Columbia Pictures Corporation,United States of America,English
700000,"[{'id': 27, 'name': 'Horror'}]",18477,en,A group of young and wild motocross racers venture through the desert and are stranded at an old mining ranch. They soon realize that they are being watched by a group of savage cannibals unknown to the civilized world. The film is full of flashbacks to the original film; even the dog has a flashback.,3.09433,"[{'name': 'Castle Hill Productions', 'id': 6429}, {'name': 'VTC', 'id': 20716}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-06-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,So you think you're lucky to be alive...,The Hills Have Eyes Part II,4.3,33.0,1984,0.0,267922.0,The Hills Have Eyes (Original) Collection,Horror,Castle Hill Productions,United Kingdom,English
50000,"[{'id': 27, 'name': 'Horror'}]",27548,en,"A student moves into a run-down building in New York City. His bizarre neighbors make a concoction in their apartment they call wine, but when he takes some of it, he turns into a deformed, murderous monster.",1e-06,"[{'name': 'Bare Bones Productions', 'id': 73770}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-05-13,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A horror film with guts!,Slime City,4.7,7.0,1988,0.0,425280.0,Slime City Collection,Horror,Bare Bones Productions,United States of America,English
45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",64328,en,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",10.214369,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-22,165184237.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're closer than you think.,The Muppets,6.5,509.0,2011,3.6707608222222223,256377.0,The Muppet Collection,"Comedy, Family, Music",Walt Disney Pictures,United States of America,English
4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",482,en,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,3.73688,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Shaft Productions Ltd.', 'id': 12145}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-07-02,12121618.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The mob wanted Harlem back. They got shaft...up to here.,Shaft,6.5,68.0,1971,3.0304045,495.0,Shaft Collection,"Adventure, Action, Thriller, Crime",Metro-Goldwyn-Mayer (MGM),United States of America,English
9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",11282,en,"Sometimes, it takes a strange night to put everything else into focus. And that's exactly what happens to Harold and his roommate, Kumar, when they set out to get the best stoner fix money can buy: White Castle hamburgers. Both guys are at a crossroads, about to make major decisions that will affect the course of their lives. Yet they arrive at wisdom by accident as they drive around New Jersey in search of fast food.",8.344105,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-05-30,23936908.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Fast Food. High Times.,Harold & Kumar Go to White Castle,6.6,709.0,2004,2.6596564444444444,30663.0,Harold & Kumar Collection,"Comedy, Adventure",New Line Cinema,United States of America,English
20500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",17692,en,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.",16.603041,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alan Landsburg Productions', 'id': 4904}, {'name': 'MCA  Theatricals', 'id': 79415}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-03-16,87987055.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A deadly new attraction.,Jaws 3-D,4.2,266.0,1983,4.2920514634146345,2366.0,The Jaws Collection,"Thriller, Horror",Universal Pictures,United States of America,English
14000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",691,en,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,9.781451,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}, {'name': 'Danjaq', 'id': 10761}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-07-07,185438673.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,The Spy Who Loved Me,6.6,515.0,1977,13.2456195,645.0,James Bond Collection,"Adventure, Action, Thriller",United Artists,United Kingdom,English
3500000,"[{'id': 16, 'name': 'Animation'}]",217993,en,"The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",8.138622,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'DC Entertainment', 'id': 9993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-02-02,5155325.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,A time when heroes became legends.,Justice League: War,7.0,234.0,2014,1.47295,256287.0,Justice League (Animated) Collection,Animation,DC Comics,United States of America,English
4000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",33613,sv,"After taking a bullet to the head, Salander is under close supervision in a hospital and is set to face trial for attempted murder on her eventual release. With the help of journalist Mikael Blomkvist and his researchers at Millennium magazine, Salander must prove her innocence. In doing this she plays against powerful enemies and her own past.",8.405013,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Yellow Bird Films', 'id': 5746}, {'name': 'ZDF Enterprises', 'id': 5747}, {'name': 'Film i Väst', 'id': 17513}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2009-11-27,43498108.0,147.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,There's A Storm Coming,The Girl Who Kicked the Hornet's Nest,7.0,451.0,2009,10.874527,24761.0,The Millennium Collection,"Action, Thriller, Crime, Mystery",Nordisk Film,Sweden,svenska
59000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",425,en,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",17.328902,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-10,383257136.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They came. They thawed. They conquered.,Ice Age,7.1,3954.0,2002,6.495883661016949,8354.0,Ice Age Collection,"Animation, Comedy, Family, Adventure",Twentieth Century Fox Film Corporation,United States of America,English
17000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",97,en,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",16.574021,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Lisberger/Kushner', 'id': 558}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-07-09,33000000.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A world inside the computer where man has never been.  Until now.,Tron,6.6,717.0,1982,1.9411764705882353,63043.0,TRON Collection,"Science Fiction, Action, Adventure",Walt Disney Pictures,United States of America,English
68000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",10003,en,"Ivan Tretiak, Russian Mafia boss who wants to create an oil crisis in Moscow and seize power as a result sends Simon Templar, great international criminal, to England to get a secret formula for cold fusion from U.S. scientist Emma Russell. Templar falls in love with Emma and they try to outwit Tretiak and his guerrillas, hiding from them in Moscow",10.97633,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-04-03,118063304.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Never reveal your name. Never turn your back. Never surrender your heart.,The Saint,5.9,310.0,1997,1.7362250588235295,86224.0,The Saint Collection,"Thriller, Action, Romance, Science Fiction, Adventure",Paramount Pictures,United States of America,English
5000000,"[{'id': 35, 'name': 'Comedy'}]",9958,en,"Set in a separate storyline not related to the ""Trailer Park Boys"" Television show, but with the same lovable characters. The boys get arrested for robbing an ATM machine and spend 18 months in jail. When the get out, they decide to pull off ""The Big Dirty"" which is to steal a large amount of coins because they are untraceable and quit their life of crime forever",3.172765,"[{'name': 'Alliance Films', 'id': 2514}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2006-10-06,3833507.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll never guess who just got out of jail...,Trailer Park Boys: The Movie,6.8,53.0,2006,0.7667014,101385.0,Trailer Park Boys Collection,Comedy,Alliance Films,Canada,English
80341000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",12289,zh,"In the early third century, the land of Wu is invaded by the warlord Cao Cao and his million soldiers. The ruler of Wu, Sun Quan, calls on the rival warlord Liu Bei for help, but their two armies are still badly outnumbered. However, the Wu strategist Zhou Yu sees that Cao Cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly.",11.867516,"[{'name': 'Metropolitan Filmexport', 'id': 656}, {'name': 'Lion Rock Productions', 'id': 2812}, {'name': 'Showbox', 'id': 3491}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2008-07-10,127814609.0,150.0,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,The future will be decided.,Red Cliff,7.1,207.0,2008,1.590901395302523,96677.0,Red Cliff Collection,"Adventure, Drama, Action",Metropolitan Filmexport,China,普通话
85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",7484,en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",11.744242,"[{'name': 'Sony Pictures Animation', 'id': 2251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-09-29,197309027.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Fur All & All Fur One,Open Season,6.1,676.0,2006,2.3212826705882352,66761.0,Open Season Collection,"Adventure, Animation, Family",Sony Pictures Animation,United States of America,English
26000000,"[{'id': 35, 'name': 'Comedy'}]",17047,en,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",12.59201,"[{'name': 'Splendid Pictures', 'id': 368}, {'name': 'Maverick Films', 'id': 4000}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dylan Sellers Productions', 'id': 8807}, {'name': 'Madacy Entertainment', 'id': 12027}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-06-24,28818995.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Adventure is an attitude.,Agent Cody Banks 2: Destination London,5.2,145.0,2004,1.1084228846153845,91427.0,Agent Cody Banks Collection,Comedy,Splendid Pictures,United States of America,English
15000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",14435,en,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.",5.245883,"[{'name': 'Lionsgate', 'id': 1632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-16,100734718.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's gonna break your heart.,My Bloody Valentine,5.3,303.0,2009,6.715647866666667,264437.0,My Bloody Valentine Collection,"Mystery, Horror",Lionsgate,United States of America,English
4500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10127,en,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.",9.97523,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Sho Films', 'id': 1532}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-04-29,3813293.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get Ready for Seconds... They're Back,Critters 2,5.0,91.0,1988,0.8473984444444445,10893.0,Critters Collection,"Comedy, Horror, Science Fiction, Thriller",New Line Cinema,United States of America,English
4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",11069,en,"Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",9.877868,"[{'name': 'MCA/Universal Pictures', 'id': 3852}, {'name': 'Stampede Entertainment', 'id': 3853}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-04-09,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Worms have turned.,Tremors 2: Aftershocks,5.9,209.0,1996,0.0,91799.0,Tremors Collection,"Horror, Action, Comedy, Science Fiction",MCA/Universal Pictures,United States of America,English
40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",149085,zh,"Chinese steampunk martial arts blockbuster about the early years of Tai chi master Yang Luchan, the man who founded in the 19th century what has now become the most popular Tai Chi style in the world. The second instalment of the ""Tai Chi"" trilogy continues the journey of Yang Luchan, a gifted child with a fleshy growth on his forehead who helped save a village from a frightening army of steampunk soldiers bearing strange machines with the knowledge of Tai Chi that they entrusted him with.",3.164718,"[{'name': 'Huayi Brothers & Taihe Film Investment', 'id': 26253}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2012-10-25,0.0,100.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,THE THROWDOWN CONTINUES,Tai Chi Hero,5.9,33.0,2012,0.0,161373.0,Tai Chi Collection,"Action, Adventure",Huayi Brothers & Taihe Film Investment,China,普通话
33000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",8843,en,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,13.234894,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Avery Pix', 'id': 1565}, {'name': 'Radical Media', 'id': 11152}, {'name': 'Katira Productions GmbH & Co. KG', 'id': 26083}, {'name': 'Caro-McLeod', 'id': 26084}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-08-17,104155843.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Enter The Mind Of A Killer,The Cell,6.0,442.0,2000,3.1562376666666667,223564.0,The Cell Collection,"Horror, Science Fiction, Thriller",New Line Cinema,Germany,English
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",350499,ja,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",3.176182,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Oriental Light and Magic', 'id': 5372}, {'name': 'Shogakukan-Shueisha Productions', 'id': 12655}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2015-07-18,0.0,73.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,A Power Unbound. A Battle of Legends.,Pokémon the Movie: Hoopa and the Clash of Ages,6.2,39.0,2015,0.0,34055.0,Pokémon Collection,"Adventure, Animation, Action",TV Tokyo,Japan,日本語
68000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4614,en,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",9.268136,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'id': 21409}, {'name': 'S.O.A.F. Productions', 'id': 21410}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-05-31,193000000.0,124.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'uk', 'name': 'Український'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"27,000 nuclear weapons. One is missing.",The Sum of All Fears,5.9,447.0,2002,2.838235294117647,192492.0,The Jack Ryan Collection,"Thriller, Action, Drama",Paramount Pictures,United States of America,العربية
45000000,"[{'id': 35, 'name': 'Comedy'}]",4248,en,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",10.869056,"[{'name': 'Gold/Miller Productions', 'id': 1607}, {'name': 'Wayans Bros. Entertainment', 'id': 1608}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Brad Grey Pictures', 'id': 10958}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-04,141220678.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,Scary Movie 2,5.4,1019.0,2001,3.138237288888889,4246.0,Scary Movie Collection,Comedy,Gold/Miller Productions,Canada,English
15000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",941,en,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",13.183804,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-03-06,120207127.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,If these two can learn to stand each other... the bad guys don't stand a chance.,Lethal Weapon,7.0,1367.0,1987,8.013808466666667,945.0,Lethal Weapon Collection,"Adventure, Action, Comedy, Thriller, Crime",Silver Pictures,United States of America,English
3000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",15158,en,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",8.733192,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spacegate Productions', 'id': 3046}, {'name': 'Starway International Inc.', 'id': 3146}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-07-08,7282851.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The ball is back!,Phantasm II,6.3,97.0,1988,2.427617,47770.0,Phantasm Collection,"Action, Horror, Science Fiction, Thriller",Universal Pictures,United States of America,English
33000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1576,en,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",7.781293,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'New Legacy', 'id': 939}, {'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-15,102984862.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,6.4,2100.0,2002,3.120753393939394,17255.0,Resident Evil Collection,"Horror, Action, Science Fiction",Impact Pictures,France,English
115000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",585,en,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01,562816256.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We Scare Because We Care.,"Monsters, Inc.",7.5,6150.0,2001,4.8940544,137696.0,"Monsters, Inc. Collection","Animation, Comedy, Family",Walt Disney Pictures,United States of America,English
92000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",47964,en,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",12.471865,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Giant Pictures', 'id': 34396}, {'name': 'Origo Film Group', 'id': 34397}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-02-06,304654182.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3519.0,2013,3.3114585,1570.0,Die Hard Collection,"Action, Thriller",Ingenious Media,United States of America,English
50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10320,en,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,16.15818,"[{'name': 'DreamWorks', 'id': 7}, {'name': 'BenderSpink', 'id': 6363}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-17,161451538.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The dead don't sleep.,The Ring Two,5.5,646.0,2005,3.22903076,14563.0,The Ring Collection,"Drama, Horror, Thriller",DreamWorks,United States of America,English
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10992,en,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.",8.142251,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Mad Chance', 'id': 1757}, {'name': 'Zide-Perry Productions', 'id': 3169}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'BenderSpink', 'id': 6363}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-04,93375151.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,Things Are Gonna Get Hairy!,Cats & Dogs,5.0,363.0,2001,1.5562525166666668,87014.0,Cats & Dogs Collection,"Comedy, Family",Village Roadshow Pictures,United States of America,English
